provID,GRADE,SEX,GETHNCC1,OMARKSA1,DVTY1ST,DVSELF,BMI
46,6,1,1,1,3,9,16.43
46,6,2,1,1,3,12,99
46,6,1,1,1,3,12,99
46,6,2,1,1,3,9,99
46,6,1,1,1,3,11,16.83
46,6,1,1,1,3,10,99
46,6,1,1,99,3,12,99
46,6,2,1,1,3,11,99
46,6,2,1,1,3,11,18.88
24,8,2,1,2,3,9,18.11
24,6,2,1,3,3,2,99
24,6,2,1,2,3,8,99
47,6,1,1,1,3,11,19.19
47,6,2,1,2,3,9,99
47,6,1,1,2,3,10,99
47,6,2,1,1,3,8,11.34
47,6,2,1,3,3,9,19.88
47,6,1,1,1,3,10,19.05
47,6,1,1,3,3,9,99
47,6,1,1,1,3,11,99
47,6,2,1,2,3,12,99
47,6,2,1,2,3,11,99
47,6,2,1,1,3,11,99
47,6,1,1,1,3,8,99
47,6,1,1,2,3,11,13.23
47,6,2,1,1,3,11,99
47,6,1,1,1,3,11,14.14
47,6,1,1,1,3,12,99
48,6,2,1,1,3,11,99
48,6,1,1,3,3,4,99
48,6,2,1,1,3,11,99
48,6,1,1,5,3,3,99
48,6,2,1,2,3,11,16.81
48,6,1,1,2,3,11,99
48,6,2,1,1,3,4,99
48,6,1,1,1,3,9,23.14
48,6,1,1,2,3,3,99
48,6,2,1,2,3,10,99
48,6,2,1,2,3,10,15.55
48,6,2,1,2,3,11,17.71
48,6,1,1,2,3,11,99
48,6,1,1,2,3,12,99
48,6,1,1,1,3,11,19.33
48,6,1,1,1,3,8,99
48,6,2,1,2,3,12,99
11,6,1,1,2,3,8,99
11,6,1,1,2,3,12,99
11,6,1,1,3,3,9,99
11,6,2,1,2,3,10,99
11,6,2,1,2,3,8,99
46,6,1,1,99,3,12,20.41
46,6,1,1,2,3,8,21.46
46,6,1,1,1,3,9,99
46,6,2,1,1,3,9,19.05
46,6,1,1,2,3,8,99
46,6,2,1,1,3,11,99
46,6,1,1,1,3,12,99
46,6,2,1,2,3,10,17.98
46,6,1,1,1,3,11,17.51
46,6,2,1,2,3,8,99
46,6,2,1,99,3,3,99
46,6,2,1,2,3,12,99
46,6,2,1,1,3,9,99
59,7,1,1,2,3,8,17.91
59,7,1,1,2,3,9,99
59,6,2,1,2,3,9,13.95
59,8,1,1,3,3,7,99
59,8,2,1,3,3,10,19.03
59,8,2,1,2,3,10,19.74
59,8,1,1,2,3,7,99
59,8,1,1,1,3,7,99
59,6,1,1,2,3,9,99
59,6,1,1,4,3,10,99
59,6,1,1,2,3,10,14.5
59,6,2,1,3,3,10,19.39
59,6,2,1,3,3,6,99
59,6,2,1,1,3,10,99
59,6,2,1,2,3,10,99
59,6,2,1,3,3,10,99
59,6,2,1,2,3,9,14.57
59,6,1,1,1,3,9,99
59,6,1,1,2,3,12,99
59,6,2,1,4,3,7,99
59,7,2,1,1,3,10,17.3
59,7,2,1,1,3,7,99
59,7,2,1,2,3,10,99
59,7,2,1,99,3,11,99
59,7,2,1,2,3,11,99
59,7,1,1,1,3,11,99
59,7,1,1,4,3,10,99
59,7,1,1,1,3,7,15.62
59,7,2,1,3,3,11,99
59,7,2,1,2,3,12,99
59,7,2,1,2,3,9,99
59,7,1,1,2,3,9,21.72
59,8,1,1,1,3,6,18.3
59,8,1,1,2,3,12,18.58
59,8,1,1,99,3,4,99
59,8,1,1,2,3,8,20.8
59,8,1,1,1,3,9,17.68
59,8,1,1,1,1,8,22.76
59,8,1,1,2,3,10,99
59,8,1,1,2,3,9,18.25
59,8,2,1,1,3,11,18.89
59,8,2,1,2,3,10,19.2
59,8,2,1,2,3,11,99
59,8,1,1,3,3,12,99
59,8,1,1,2,3,8,99
59,8,2,1,3,3,7,17.36
59,8,2,1,3,3,8,99
59,7,2,1,2,3,9,99
59,7,1,1,3,3,8,99
59,7,1,1,2,3,8,18.8
59,8,2,1,3,3,10,99
59,8,1,1,2,3,4,99
59,8,1,1,3,3,11,99
59,8,2,1,2,3,8,16.24
59,8,1,1,2,3,4,99
59,8,1,1,1,3,10,99
59,8,1,1,2,3,9,14.47
59,6,1,1,2,3,10,15.71
59,8,2,1,1,3,9,99
59,8,2,1,3,3,9,99
59,8,2,1,1,3,11,99
59,8,1,1,2,3,7,20.12
59,6,2,1,3,3,8,99
59,6,1,1,2,3,11,99
59,6,1,1,2,3,9,99
59,6,1,1,1,3,11,20.02
59,6,2,1,3,3,4,99
59,6,2,1,3,3,8,99
59,6,1,1,1,3,4,99
59,6,1,1,3,3,8,14.63
59,7,1,1,2,3,9,99
59,7,2,1,2,3,10,99
59,7,1,1,2,3,6,16.46
59,7,2,1,2,3,9,24.24
59,7,1,1,2,3,12,99
59,7,1,1,2,3,11,99
59,7,2,1,1,3,9,16.26
59,7,1,1,2,3,9,23.62
59,7,1,1,1,3,7,99
59,7,1,1,1,3,9,99
59,7,2,1,99,3,8,99
59,7,1,1,1,3,8,16.31
59,7,2,1,1,3,9,16.13
59,7,2,1,1,3,10,99
59,7,1,1,3,3,11,99
59,7,1,1,1,3,10,99
59,8,1,1,2,3,11,19.27
59,7,2,1,2,3,12,99
59,7,2,1,1,3,7,99
59,8,1,1,1,3,11,19.49
59,8,2,1,3,3,9,99
59,8,2,1,2,3,6,15.81
59,8,1,1,1,3,11,99
59,7,1,1,2,3,7,99
59,7,1,1,2,3,7,99
59,6,2,1,2,3,7,18.97
59,7,1,1,4,3,8,99
59,7,2,1,2,3,10,16.73
59,6,1,1,3,3,11,12.55
59,7,2,1,3,3,10,99
59,6,2,1,3,3,11,99
59,6,2,1,2,3,2,15.23
59,7,2,1,99,3,4,99
59,7,2,1,99,3,8,99
59,7,2,1,3,3,9,99
59,7,2,1,5,3,8,99
59,6,2,1,2,3,8,99
59,7,1,1,2,3,9,12.4
59,7,2,1,2,3,7,23.91
59,7,2,1,3,3,10,24.35
59,7,2,1,2,3,10,18.78
35,6,1,1,2,3,10,99
35,6,2,1,1,3,9,99
35,6,1,1,1,3,10,99
35,6,1,1,2,3,5,19.53
35,6,1,1,1,3,9,19.48
35,6,2,1,2,3,9,99
35,6,1,1,2,3,11,99
35,6,1,1,3,3,11,14.77
35,6,1,1,2,3,11,99
35,6,1,1,2,3,12,99
35,6,2,1,1,3,10,16.83
35,6,1,1,1,3,10,99
12,6,1,1,1,3,12,21.27
12,6,2,1,1,3,99,99
12,6,2,1,2,3,11,99
35,6,2,1,2,3,9,99
35,6,2,1,2,3,11,16.84
35,6,1,1,2,3,12,99
35,6,2,1,3,3,9,99
35,6,2,1,4,3,8,99
35,6,1,1,1,3,12,99
35,6,1,1,2,3,9,99
10,6,1,1,1,3,10,99
10,6,2,1,2,3,6,24.24
10,6,1,1,1,3,9,99
10,6,1,1,2,3,11,16.06
10,6,1,1,5,1,0,99
10,6,1,1,2,3,6,17.53
12,8,1,1,99,3,8,17.59
12,8,1,1,1,3,9,18.19
59,8,1,1,2,3,7,99
59,8,1,1,1,3,12,17.42
59,8,2,1,3,3,11,99
59,6,1,1,1,3,12,16.47
59,6,2,1,1,3,12,99
59,8,1,1,3,3,9,99
59,8,2,1,3,3,11,18.56
59,8,2,1,2,3,12,99
59,8,1,1,99,3,0,99
59,8,2,1,3,3,7,99
59,8,1,1,1,3,10,24.89
59,8,1,1,1,3,12,18.14
59,8,1,1,1,3,11,99
59,8,2,1,1,3,2,99
59,8,2,1,2,3,9,19.49
59,8,2,1,3,3,7,99
59,8,1,1,1,3,12,99
59,8,1,1,2,3,11,99
59,7,1,1,2,3,6,99
59,6,2,1,2,3,11,99
59,6,2,1,2,3,9,17.31
59,7,2,1,2,3,11,18.56
59,8,1,1,2,3,8,19.74
47,7,1,1,1,3,11,99
47,8,1,1,2,3,7,19.97
47,8,1,1,2,3,9,20.8
47,7,1,1,1,3,12,16.1
47,8,2,1,3,3,6,99
47,8,1,1,1,3,10,99
47,7,2,1,2,3,7,99
47,7,2,1,1,3,10,44.08
47,7,1,1,2,3,10,35.09
47,7,2,1,1,3,9,99
47,8,1,1,3,3,6,99
47,7,1,1,99,3,4,99
47,7,2,1,1,3,11,99
47,7,2,1,1,3,11,99
47,8,1,1,3,3,9,99
47,8,1,1,2,3,10,99
47,6,2,1,1,1,0,99
47,8,2,1,1,3,8,17.53
47,7,1,1,1,3,8,99
47,7,2,1,2,3,5,99
47,8,2,1,1,3,8,99
47,7,1,1,1,3,12,21.21
47,7,1,1,2,3,5,36.29
47,7,2,1,2,3,6,99
47,7,2,1,2,3,7,18.42
47,8,2,1,1,3,10,17.57
47,8,1,1,1,3,11,17.58
47,7,1,1,1,3,12,17.54
47,7,2,1,1,3,8,99
47,8,1,1,1,3,5,15.66
47,7,2,1,1,3,12,20.22
47,8,1,1,1,3,7,16.63
47,8,2,1,2,3,11,99
47,8,1,1,2,3,11,19.14
47,8,1,1,1,3,9,99
47,7,1,1,1,3,11,18.83
47,7,2,1,3,3,10,25.24
47,8,1,1,1,3,8,99
47,8,2,1,2,3,10,99
59,7,2,1,3,3,6,99
59,7,1,1,1,3,10,16.93
59,7,2,1,2,3,9,99
59,7,2,1,2,3,9,99
59,7,1,1,1,3,11,16.31
59,7,1,1,2,3,9,99
59,7,2,1,3,3,8,21.54
59,7,1,1,1,3,7,17.75
59,7,1,1,1,3,9,17.19
59,7,1,1,1,3,8,99
59,7,1,1,1,3,6,99
59,7,1,1,2,3,10,99
59,7,2,1,2,3,8,19.92
59,7,2,1,2,3,11,19.49
59,7,1,1,3,3,3,20.92
59,7,2,1,2,3,8,19.22
59,7,2,1,1,3,11,99
59,7,1,1,2,3,6,99
59,7,2,1,2,3,10,20.02
59,7,2,1,2,3,9,18.55
59,7,2,1,3,3,11,19.27
35,8,2,1,1,3,8,21.03
35,7,2,1,1,3,10,15.49
35,7,1,1,2,3,9,99
35,7,2,1,2,3,9,99
35,7,1,1,1,3,9,18.88
35,7,2,1,2,3,9,16.73
35,7,2,1,2,3,8,18.83
35,7,2,1,2,3,12,15.45
35,7,1,1,1,3,10,99
35,7,1,1,1,3,11,25.03
35,7,2,1,2,3,9,16.16
35,7,1,1,2,3,12,99
35,7,2,1,2,3,12,19.38
35,7,1,1,2,3,9,99
35,7,2,1,2,3,8,99
35,8,2,1,1,3,11,20.48
35,8,2,1,1,3,8,99
35,8,2,1,2,3,11,16.65
35,8,2,1,2,3,9,21.63
35,8,2,1,2,3,11,99
35,8,1,1,1,3,9,22.14
35,8,2,1,2,3,9,20.55
35,7,2,1,1,3,12,18.3
35,8,2,1,2,3,10,16.99
35,7,1,1,1,3,11,99
35,8,2,1,1,3,9,19.58
35,7,1,1,3,3,12,99
35,7,2,1,2,3,11,99
35,7,1,1,2,3,12,15.82
35,7,1,1,2,3,9,99
35,7,1,1,2,3,8,99
35,8,2,1,1,3,9,20.09
35,8,2,1,1,3,9,99
35,8,2,1,2,3,8,19.96
35,8,1,1,2,3,11,20.43
35,8,1,1,2,3,9,19.38
35,8,1,1,2,3,7,17.03
35,8,2,1,1,3,11,99
35,8,1,1,2,3,9,23.41
35,8,1,1,2,3,10,17.16
35,8,2,1,2,3,7,17.43
35,8,1,1,2,3,8,99
35,8,2,1,1,3,11,19.84
35,8,2,1,2,3,6,99
35,8,2,1,2,3,9,99
59,8,1,1,2,3,8,99
59,8,2,1,3,3,11,99
59,8,2,1,1,3,9,99
59,8,2,1,2,3,11,14.03
59,8,1,1,2,3,6,99
59,8,1,1,1,3,6,99
